fiscal_year,dept_id,dept_name,category_id,category_name,budget_allocated,actual_spend,is_partial_year,variance_amount,variance_pct,inflation_rate,cola_pct,cpi_index,unemployment_rate,interest_rate_pct,workload_value,authorized_fte,prior_actual_spend,prior_budget_allocated,spend_yoy_growth,rolling3_avg_spend,rolling3_std_spend,execution_rate,prior_execution_rate,rolling3_execution_rate,workload_yoy_growth,spend_per_workload_unit,spend_per_fte,category_share_of_dept,dept_share_of_agency,committed_capital_pipeline,category_id_code,dept_id_code
2023,DEPT-08,Parks & Recreation,CAP,Capital Outlay,5267.2,4852.4,False,-414.8,-7.88,0.0324,0.0276,113.14,4.73,3.44,2502724.0,435.0,5044.8,4975.4,-0.038138281002220165,4881.633333333334,323.98907903405245,0.9212484811664641,1.0139486272460507,0.9540918495425226,0.040167442618235905,0.001938847431838269,11.154942528735631,0.11798804654940159,0.03348745663653575,0.0,0,7
2024,DEPT-08,Parks & Recreation,CAP,Capital Outlay,5335.0,4452.6,False,-882.4,-16.54,0.0258,0.0224,116.06,4.93,3.31,2582136.0,437.0,4852.4,5267.2,-0.08239221828373577,4801.9,271.6930437092566,0.8346016869728211,0.9212484811664641,0.9410388659783746,0.03173022674493864,0.0017243863220217683,10.189016018306637,0.10937388694150563,0.03148915934102952,0.0,0,7
2025,DEPT-08,Parks & Recreation,CAP,Capital Outlay,5532.9,4936.8,False,-596.1,-10.77,0.0229,0.0211,118.71,4.52,3.94,2642424.0,458.9,4452.6,5335.0,0.10874545209540498,4783.266666666667,302.0923258431654,0.892262647074771,0.8346016869728211,0.9232662651284453,0.02334811179581564,0.0018682845750719794,10.757899324471563,0.1324703760947965,0.027634488742456206,0.0,0,7
2026,DEPT-08,Parks & Recreation,CAP,Capital Outlay,5209.9,2721.0,True,-2488.9,-47.77,0.033,0.0351,122.62,5.48,3.01,2726754.0,459.0,4936.8,5532.9,-0.44883325230918814,4747.266666666666,258.6545443894871,0.5222748997101673,0.892262647074771,0.8827042717380187,0.031913879074667806,0.0009978897986397013,5.928104575163399,0.11853368473786238,0.03057748970338283,0.0,0,7
2019,DEPT-08,Parks & Recreation,CONTR,Contracted Services,2106.2,2020.2,False,-86.0,-4.08,0.0317,0.0265,103.17,4.65,4.63,2213893.0,419.4,,,,,,0.959168170164277,,,-0.18808480706363684,0.0009125102252005856,4.816881258941345,0.05066027373901007,0.037928114878320617,0.0,1,7
2020,DEPT-08,Parks & Recreation,CONTR,Contracted Services,1715.5,1495.5,False,-220.0,-12.82,0.0046,0.0,103.64,4.28,3.12,2251806.0,423.6,2020.2,2106.2,-0.25972675972675974,2020.2,,0.8717575051005537,0.959168170164277,0.959168170164277,0.017125037208211902,0.0006641335887727451,3.5304532577903682,0.03954968106375552,0.03541498238860163,0.0,1,7
2021,DEPT-08,Parks & Recreation,CONTR,Contracted Services,2101.4,1814.5,False,-286.9,-13.65,0.0278,0.0235,106.52,4.73,4.43,2309305.0,421.1,1495.5,1715.5,0.21330658642594447,1757.85,371.01892808858145,0.8634719710669078,0.8717575051005537,0.9154628376324154,0.02553461532654233,0.0007857342360580347,4.308952742816433,0.04795025540877295,0.03405379901443556,6700.4,1,7
2022,DEPT-08,Parks & Recreation,CONTR,Contracted Services,2143.7,2028.1,False,-115.6,-5.39,0.0288,0.0344,109.59,4.48,2.47,2406078.0,432.9,1814.5,2101.4,0.11771837971893073,1776.7333333333333,264.3809057654,0.9460745440126884,0.8634719710669078,0.8981325487772462,0.0419056815795229,0.0008429070046773213,4.684915684915685,0.049347179709284504,0.03553345355174154,19499.6,1,7
2023,DEPT-08,Parks & Recreation,CONTR,Contracted Services,2121.8,1883.6,False,-238.2,-11.23,0.0324,0.0276,113.14,4.73,3.44,2502724.0,435.0,2028.1,2143.7,-0.0712489522212909,1779.3666666666668,268.0325602111305,0.8877368272221697,0.9460745440126884,0.8937680067267166,0.040167442618235905,0.0007526199453075928,4.330114942528735,0.0458004872806143,0.03348745663653575,0.0,1,7
2024,DEPT-08,Parks & Recreation,CONTR,Contracted Services,2186.7,2185.3,False,-1.4,-0.06,0.0258,0.0224,116.06,4.93,3.31,2582136.0,437.0,1883.6,2121.8,0.1601720110426843,1908.7333333333333,108.99542803867203,0.999359765857228,0.8877368272221697,0.8990944474339219,0.03173022674493864,0.0008463148339204442,5.000686498855836,0.05367981743998389,0.03148915934102952,0.0,1,7
2025,DEPT-08,Parks & Recreation,CONTR,Contracted Services,2165.3,1977.2,False,-188.1,-8.69,0.0229,0.0211,118.71,4.52,3.94,2642424.0,458.9,2185.3,2186.7,-0.09522719992678352,2032.3333333333333,150.89454374937958,0.9131298203482195,0.999359765857228,0.9443903790306954,0.02334811179581564,0.0007482523622249873,4.30856395728917,0.05305469689163662,0.027634488742456206,0.0,1,7
2026,DEPT-08,Parks & Recreation,CONTR,Contracted Services,2283.2,1154.3,True,-1128.9,-49.44,0.033,0.0351,122.62,5.48,3.01,2726754.0,459.0,1977.2,2165.3,-0.4161946186526402,2015.3666666666666,154.4287645917477,0.505562368605466,0.9131298203482195,0.9334088044758723,0.031913879074667806,0.0004233238495295138,2.5148148148148146,0.05028424560562828,0.03057748970338283,0.0,1,7
2019,DEPT-08,Parks & Recreation,GRANTS,Grants & Subsidies,3484.9,3213.9,False,-271.0,-7.78,0.0317,0.0265,103.17,4.65,4.63,2213893.0,419.4,,,,,,0.9222359321644811,,,-0.18808480706363684,0.0014516961750183953,7.663090128755366,0.0805945222105754,0.037928114878320617,0.0,2,7
2020,DEPT-08,Parks & Recreation,GRANTS,Grants & Subsidies,3453.1,3072.9,False,-380.2,-11.01,0.0046,0.0,103.64,4.28,3.12,2251806.0,423.6,3213.9,3484.9,-0.043871931298422484,3213.9,,0.8898960354464105,0.9222359321644811,0.9222359321644811,0.017125037208211902,0.0013646379839115804,7.254249291784703,0.08126527244454318,0.03541498238860163,0.0,2,7
2021,DEPT-08,Parks & Recreation,GRANTS,Grants & Subsidies,3449.5,2998.2,False,-451.3,-13.08,0.0278,0.0235,106.52,4.73,4.43,2309305.0,421.1,3072.9,3453.1,-0.024309284389339103,3143.4,99.7020561473032,0.8691694448470793,0.8898960354464105,0.9060659838054458,0.02553461532654233,0.0012983126958110772,7.119924008549037,0.07923089323041227,0.03405379901443556,6700.4,2,7
2022,DEPT-08,Parks & Recreation,GRANTS,Grants & Subsidies,3625.0,3387.6,False,-237.4,-6.55,0.0288,0.0344,109.59,4.48,2.47,2406078.0,432.9,2998.2,3449.5,0.1298779267560537,3095.0,109.535062879427,0.9345103448275862,0.8691694448470793,0.8937671374859902,0.0419056815795229,0.00140793440611651,7.825363825363826,0.0824261653681634,0.03553345355174154,19499.6,2,7
2023,DEPT-08,Parks & Recreation,GRANTS,Grants & Subsidies,4104.5,4154.2,False,49.7,1.21,0.0324,0.0276,113.14,4.73,3.44,2502724.0,435.0,3387.6,3625.0,0.22629590270397926,3152.9,206.6593573976266,1.0121086612254842,0.9345103448275862,0.897858608373692,0.040167442618235905,0.0016598714041180728,9.549885057471265,0.1010110343284816,0.03348745663653575,0.0,2,7
2024,DEPT-08,Parks & Recreation,GRANTS,Grants & Subsidies,3448.3,3247.6,False,-200.7,-5.82,0.0258,0.0224,116.06,4.93,3.31,2582136.0,437.0,4154.2,4104.5,-0.2182369649992778,3513.3333333333335,588.1671984506897,0.941797407418148,1.0121086612254842,0.9385961503000498,0.03173022674493864,0.0012577184160710358,7.431578947368421,0.07977420725671151,0.03148915934102952,0.0,2,7
2025,DEPT-08,Parks & Recreation,GRANTS,Grants & Subsidies,3712.7,3508.8,False,-203.9,-5.49,0.0229,0.0211,118.71,4.52,3.94,2642424.0,458.9,3247.6,3448.3,0.0804286242148049,3596.4666666666667,488.057223420915,0.9450803997091066,0.941797407418148,0.9628054711570728,0.02334811179581564,0.0013278716814561177,7.646110263674004,0.09415249871200414,0.027634488742456206,0.0,2,7
2026,DEPT-08,Parks & Recreation,GRANTS,Grants & Subsidies,3736.2,1981.7,True,-1754.5,-46.96,0.033,0.0351,122.62,5.48,3.01,2726754.0,459.0,3508.8,3712.7,-0.4352200182398541,3636.8666666666663,466.67086188590446,0.5304052245597131,0.9450803997091066,0.9663288227842463,0.031913879074667806,0.0007267615633826887,4.317429193899782,0.08632789527564201,0.03057748970338283,0.0,2,7
2019,DEPT-08,Parks & Recreation,OPS,Operating Expenses,9526.6,9367.5,False,-159.1,-1.67,0.0317,0.0265,103.17,4.65,4.63,2213893.0,419.4,,,,,,0.9832993932777696,,,-0.18808480706363684,0.0042312343008447115,22.335479256080117,0.23490749146132897,0.037928114878320617,0.0,3,7
2020,DEPT-08,Parks & Recreation,OPS,Operating Expenses,8891.0,8142.4,False,-748.6,-8.42,0.0046,0.0,103.64,4.28,3.12,2251806.0,423.6,9367.5,9526.6,-0.13078195890045374,9367.5,,0.9158024969069846,0.9832993932777696,0.9832993932777696,0.017125037208211902,0.0036159420482936807,19.221907459867797,0.21533221203177727,0.03541498238860163,0.0,3,7
2021,DEPT-08,Parks & Recreation,OPS,Operating Expenses,8165.4,7766.6,False,-398.8,-4.88,0.0278,0.0235,106.52,4.73,4.43,2309305.0,421.1,8142.4,8891.0,-0.04615346826488498,8754.95,866.2765176316402,0.9511597717196953,0.9158024969069846,0.9495509450923771,0.02553461532654233,0.003363176366915587,18.443600094989314,0.20524136327240342,0.03405379901443556,6700.4,3,7
2022,DEPT-08,Parks & Recreation,OPS,Operating Expenses,7980.6,7381.0,False,-599.6,-7.51,0.0288,0.0344,109.59,4.48,2.47,2406078.0,432.9,7766.6,8165.4,-0.04964849483686562,8425.5,837.1555470759306,0.9248678044257324,0.9511597717196953,0.9500872206348165,0.0419056815795229,0.003067647848490365,17.050127050127053,0.17959249220168083,0.03553345355174154,19499.6,3,7
2023,DEPT-08,Parks & Recreation,OPS,Operating Expenses,8517.2,8007.4,False,-509.8,-5.99,0.0324,0.0276,113.14,4.73,3.44,2502724.0,435.0,7381.0,7980.6,0.08486654924806936,7763.333333333333,380.71051119365467,0.9401446484760249,0.9248678044257324,0.9306100243508041,0.040167442618235905,0.0031994738532894556,18.40781609195402,0.1947031332824331,0.03348745663653575,0.0,3,7
2024,DEPT-08,Parks & Recreation,OPS,Operating Expenses,8965.2,8568.9,False,-396.3,-4.42,0.0258,0.0224,116.06,4.93,3.31,2582136.0,437.0,8007.4,8517.2,0.0701226365611809,7718.333333333333,315.9770455797919,0.9557957435416944,0.9401446484760249,0.9387240748738175,0.03173022674493864,0.003318531634274879,19.608466819221967,0.21048688402575294,0.03148915934102952,0.0,3,7
2025,DEPT-08,Parks & Recreation,OPS,Operating Expenses,8933.2,8148.0,False,-785.2,-8.79,0.0229,0.0211,118.71,4.52,3.94,2642424.0,458.9,8568.9,8965.2,-0.04911949024962359,7985.766666666666,594.2454066573291,0.9121031657188913,0.9557957435416944,0.9402693988144838,0.02334811179581564,0.003083532392984623,17.755502288080194,0.21863730036063886,0.027634488742456206,0.0,3,7
2026,DEPT-08,Parks & Recreation,OPS,Operating Expenses,9114.4,5336.8,True,-3777.6,-41.45,0.033,0.0351,122.62,5.48,3.01,2726754.0,459.0,8148.0,8933.2,-0.3450171821305842,8241.433333333332,292.17786249703346,0.5855349776178356,0.9121031657188913,0.9360145192455369,0.031913879074667806,0.0019571989259023733,11.627015250544662,0.23248458974973318,0.03057748970338283,0.0,3,7
2019,DEPT-08,Parks & Recreation,PERS,Personnel & Compensation,23144.5,20424.0,False,-2720.5,-11.75,0.0317,0.0265,103.17,4.65,4.63,2213893.0,419.4,,,,,,0.8824558750459073,,,-0.18808480706363684,0.009225378100928997,48.698140200286126,0.5121698004383435,0.037928114878320617,0.0,4,7
2020,DEPT-08,Parks & Recreation,PERS,Personnel & Compensation,20760.8,20010.8,False,-750.0,-3.61,0.0046,0.0,103.64,4.28,3.12,2251806.0,423.6,20424.0,23144.5,-0.020231100665883295,20424.0,,0.9638742245000192,0.8824558750459073,0.8824558750459073,0.017125037208211902,0.008886555946649045,47.239848914069874,0.5292014428823797,0.03541498238860163,0.0,4,7
2021,DEPT-08,Parks & Recreation,PERS,Personnel & Compensation,22037.6,20753.5,False,-1284.1,-5.83,0.0278,0.0235,106.52,4.73,4.43,2309305.0,421.1,20010.8,20760.8,0.03711495792272168,20217.4,292.17652198628326,0.941731404508658,0.9638742245000192,0.9231650497729633,0.02553461532654233,0.008986902985963309,49.2840180479696,0.548435175324315,0.03405379901443556,6700.4,4,7
2022,DEPT-08,Parks & Recreation,PERS,Personnel & Compensation,23936.9,23257.1,False,-679.8,-2.84,0.0288,0.0344,109.59,4.48,2.47,2406078.0,432.9,20753.5,22037.6,0.12063507360204295,20396.100000000002,372.1352307965475,0.9716003325409722,0.941731404508658,0.9293538346848615,0.0419056815795229,0.00966597924090574,53.723954723954726,0.5658854559522709,0.03553345355174154,19499.6,4,7
2023,DEPT-08,Parks & Recreation,PERS,Personnel & Compensation,24601.8,22228.6,False,-2373.2,-9.65,0.0324,0.0276,113.14,4.73,3.44,2502724.0,435.0,23257.1,23936.9,-0.04422305446508812,21340.466666666664,1700.8860406662545,0.903535513661602,0.9716003325409722,0.9590686538498833,0.040167442618235905,0.008881762431654469,51.100229885057466,0.5404972985590694,0.03348745663653575,0.0,4,7
2024,DEPT-08,Parks & Recreation,PERS,Personnel & Compensation,24108.0,22255.5,False,-1852.5,-7.68,0.0258,0.0224,116.06,4.93,3.31,2582136.0,437.0,22228.6,24601.8,0.001210152686179189,22079.733333333334,1258.4213139220599,0.923158287705326,0.903535513661602,0.9389557502370774,0.03173022674493864,0.008619027038080101,50.9279176201373,0.546685204336046,0.03148915934102952,0.0,4,7
2025,DEPT-08,Parks & Recreation,PERS,Personnel & Compensation,20464.5,18696.4,False,-1768.1,-8.64,0.0229,0.0211,118.71,4.52,3.94,2642424.0,458.9,22255.5,24108.0,-0.15992001977039372,22580.399999999998,586.1937137158587,0.9136016027755381,0.923158287705326,0.9327647113026334,0.02334811179581564,0.007075473126190196,40.74177380692962,0.501685127940924,0.027634488742456206,0.0,4,7
2026,DEPT-08,Parks & Recreation,PERS,Personnel & Compensation,24304.8,11761.7,True,-12543.1,-51.61,0.033,0.0351,122.62,5.48,3.01,2726754.0,459.0,18696.4,20464.5,-0.37091097751438784,21060.166666666668,2047.1261669309267,0.48392498601099376,0.9136016027755381,0.9134318013808221,0.031913879074667806,0.004313443750334647,25.624618736383443,0.5123695846311341,0.03057748970338283,0.0,4,7
